PWSID,Water System Name,Groundwater,Surface Water,Purchased,Total,Count of Source Types,Presence of Interties,Number of Interties,Risk Score,Percent Rank (rank of a score as a percentage),Percent In Basin,
CA1000053,LANARE COMMUNITY SERVICES DIST,3,0,0,3,1,N,None,60.24,66.40%,100.00%,
CA1700568,HARBOR VIEW MUTUAL WATER COMPANY,0,1,0,1,1,N,None,52.66,44.40%,0.00%,
CA2900546,SIERRA FRIENDS CENTER,2,0,0,2,1,N,None,69.80,87.30%,0.00%,
CA5401038,AKIN WATER CO,0,0,1,1,1,Y,1,66.63,80.60%,100.00%,
CA1900537,OAK GROVE FAMILY PARK,1,0,0,1,1,N,None,67.61,82.80%,0.00%,
CA5410025,WOODVILLE PUBLIC UTILITY DIST,2,0,0,2,1,N,None,43.60,21.90%,100.00%,
CA4100513,PESCADERO HIGH SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2702268,NEW CAMALDOLI HERMITAGE WS,1,0,0,1,1,N,None,83.38,98.30%,0.00%,
CA3500801,WILLOW GROVE UNION ELEMENTARY SCHOOL,1,0,0,1,1,N,None,67.63,82.90%,0.00%,
CA3901167,EUSD-VAN ALLEN SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4200969,AAA KINDNESS CARE HOME,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2901208,DONNER TRAIL ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3100083,OPHIR ELEMENTARY SCHOOL WATER SYSTEM,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3901032,LODI USD-TURNER ACADEMY,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4000732,CARRISA PLAINS ELEMENTARY,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5100172,ENCINAL ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3900993,NEW JERUSALEM SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2010801,VALLEY STATE PRISON,3,0,0,3,1,N,None,48.49,32.40%,100.00%,
CA2900511,SHADY LAKE WATER ASSOCIATION,1,0,0,1,1,N,None,80.77,97.70%,0.00%,
CA1009023,BRITZ/COLUSA,0,1,0,1,1,N,None,52.06,42.60%,100.00%,
CA1009078,HARRIS FEEDING COMPANY,0,1,0,1,1,N,None,63.58,74.70%,100.00%,
CA1009214,WESTSIDE HARVESTING,0,1,0,1,1,N,None,59.68,64.80%,100.00%,
CA3900755,SHADY REST TRAILER COURT,1,0,0,1,1,N,None,71.45,90.00%,100.00%,
CA4100512,LOMA MAR MUTUAL,0,1,0,1,1,N,None,64.02,75.50%,0.00%,
CA5400504,A & A  MHP (PORTERVILLE MOBILE VILLAGE),1,0,0,1,1,N,None,60.58,67.40%,100.00%,
CA2800531,MOORE'S RESORT,1,0,0,1,1,N,None,60.07,66.10%,0.00%,
CA3600071,CHAMISAL MWC,1,0,0,1,1,N,None,73.12,92.90%,0.00%,
CA4710002,"DUNSMUIR, CITY OF",1,0,0,1,1,N,None,59.74,65.00%,0.00%,
CA1510012,LAMONT PUBLIC UTILITY DIST,7,0,0,7,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA1010023,CITY OF ORANGE COVE,0,1,0,1,1,N,None,63.48,74.50%,100.00%,
CA5010007,HILLSVIEW HOMES,2,0,0,2,1,N,None,48.19,31.90%,100.00%,
CA2701040,MCCOY RD  WS #05,1,0,0,1,1,N,None,63.55,74.70%,0.00%,
CA1000023,FCSA #14/BELMONT MANOR,1,0,0,1,1,N,None,68.31,84.80%,100.00%,
CA1502247,DESERT BREEZE MOBILE HOME ESTATES,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3301529,RAMONA WATER COMPANY,4,0,0,4,1,N,None,82.70,98.20%,0.00%,
CA5400919,BUENA VISTA SCHOOL,2,0,0,2,1,N,None,61.06,68.40%,100.00%,
CA1000221,EASTON AUTHORITY JPA,2,0,0,2,1,N,None,52.87,45.20%,100.00%,
CA4700569,WILLOW CREEK SCHOOL,1,0,0,1,1,N,None,73.22,93.10%,0.00%,
CA2700686,GARLEN COURT WS,1,0,0,1,1,N,None,61.99,70.50%,100.00%,
CA1300616,PALO VERDE COUNTY WATER DIST.,2,0,0,2,1,N,None,44.16,23.20%,0.00%,
CA2700702,PRUNEDALE MWC,3,0,0,3,1,N,None,58.78,62.50%,100.00%,
CA5403110,SIERRA MUTUAL WATER CO,2,0,0,2,1,N,None,53.67,47.60%,0.00%,
CA2700738,SAN MIGUEL WS #01,2,0,0,2,1,N,None,52.64,44.30%,100.00%,
CA2701926,MORO RD WS #09,3,0,0,3,1,N,None,35.25,8.10%,100.00%,
CA2000552,MD 24 TEAFORD MEADOW LAKES,3,0,0,3,1,N,None,89.14,99.60%,0.00%,
CA5000090,RIVERVIEW MOBILE HOME ESTATES,2,0,0,2,1,N,None,34.15,7.10%,100.00%,
CA5700788,NORTH DAVIS MEADOWS,3,0,0,3,1,N,None,49.24,34.30%,100.00%,
CA1700609,LAZY S MOBILE RANCH,0,1,0,1,1,N,None,73.13,93.00%,0.00%,
CA2000511,MD 85 VALETA,1,0,0,1,1,N,None,81.24,97.90%,100.00%,
CA1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,2,0,0,2,1,N,None,58.45,61.60%,100.00%,
CA1000345,PANOCHE WATER DISTRICT,0,1,0,1,1,N,None,54.01,48.60%,0.00%,
CA1600017,ISLAND UNION SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA5410020,"WOODLAKE, CITY OF",7,0,0,7,1,N,None,60.27,66.60%,99.58%,
CA3301877,BLOCK 77 WATER COMPANY,1,0,0,1,1,N,None,65.22,77.90%,0.00%,
CA5402048,DEL ORO RIVER ISLAND SERV TERR #2,2,0,0,2,1,N,None,41.07,17.00%,0.00%,
CA2701263,PARTINGTON RIDGE MWC,0,1,0,1,1,N,None,67.44,82.30%,100.00%,
CA1009232,SUMNER PECK RANCH,0,1,0,1,1,N,None,67.61,82.80%,100.00%,
CA3700919,LAKE WOHLFORD RESORT,0,1,0,1,1,N,None,60.29,66.70%,0.00%,
CA1503669,NORTH KRANENBURG WS,1,0,0,1,1,N,None,55.28,51.90%,100.00%,
CA1000472,PG&E HELMS SUPPORT FACILITY,1,0,0,1,1,N,None,78.64,97.00%,0.00%,
CA3900732,V & P TRAILER COURT WATER SYSTEM,1,0,0,1,1,N,None,51.05,39.80%,100.00%,
CA2000553,MD 28 RIPPERDAN SELF HELP,1,0,0,1,1,N,None,62.03,70.70%,100.00%,
CA3400169,SPINDRIFT MARINA,1,0,0,1,1,N,None,63.53,74.60%,100.00%,
CA3000585,PAGE AVENUE MUTUAL WATER COMPANY,1,0,1,2,2,Y,1,47.22,29.50%,0.00%,
CA3301028,BALDY MOUNTAIN RANCH,1,0,0,1,1,N,None,63.48,74.50%,0.00%,
CA5400537,LINDYS LANDING,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2210900,CEDAR LODGE RESORT,8,0,0,8,1,N,None,76.41,95.80%,0.00%,
CA1510801,WASCO ST. PRISON RECEPTION CTR,2,0,0,2,1,N,None,49.15,34.10%,100.00%,
CA1510802,KERN VALLEY STATE PRISON,2,0,0,2,1,N,None,59.68,64.80%,100.00%,
CA2400209,SAN LUIS HILLS,0,1,0,1,1,N,None,50.91,39.30%,60.76%,
CA4500015,"SHASTA CSA - CASTELLA, #3",0,1,0,1,1,N,None,55.55,53.00%,0.00%,
CA1410503,"NPS - DEATH VALLEY, COW CREEK/NEVARES",1,0,0,1,1,N,None,43.39,21.50%,0.00%,
CA4000631,ALMIRA WATER ASSOCIATION,1,0,0,1,1,N,None,50.40,38.00%,0.00%,
CA5400655,CENTRAL MUTUAL WATER CO,1,0,0,1,1,N,None,68.69,85.60%,100.00%,
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,1,0,0,1,1,N,None,66.96,81.20%,0.00%,
CA1400109,SIERRA NORTH COMMUNITY SERVICE DISTRICT,1,0,0,1,1,N,None,66.03,79.50%,0.00%,
CA5402047,GLEANINGS FOR THE HUNGRY,2,0,0,2,1,N,None,47.72,30.30%,100.00%,
CA1510016,RAND COMMUNITIES WATER DISTRICT,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1210801,CAL FIRE-HIGH ROCK CONSERVATION CAMP,0,1,0,1,1,N,None,64.30,76.40%,0.00%,
CA2800526,BERRYESSA ESTATES (LBRID),0,1,0,1,1,N,None,50.13,37.20%,0.00%,
CA4901168,SALMON CREEK MIDDLE SCHOOL,1,0,0,1,1,N,None,66.92,81.10%,0.00%,
CA1000193,NAVELENCIA SCHOOL,1,0,0,1,1,N,None,57.77,59.50%,100.00%,
CA1310013,SEELEY CWD,0,0,1,1,1,Y,1,29.85,5.50%,0.00%,
CA4800574,DANA RANCH,1,0,0,1,1,N,None,66.80,80.80%,0.00%,
CA2800530,MEYERS WATER CO.,1,0,0,1,1,N,None,68.60,85.30%,0.00%,
CA3900558,RANCHO SAN JOAQUIN WATER SYS,2,0,0,2,1,N,None,48.78,33.00%,100.00%,
CA1500585,OASIS PROPERTY OWNERS ASSOCIATION,2,0,0,2,1,N,None,59.17,63.40%,100.00%,
CA4710004,"ETNA, CITY OF",0,1,0,1,1,N,None,56.60,56.00%,0.00%,
CA5403213,TEEN CHALLENGE,1,0,0,1,1,N,None,73.95,94.00%,100.00%,
CA1000366,SUNNYSIDE CONVALESCENT HOSP,1,0,0,1,1,N,None,58.36,61.30%,100.00%,
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,1,0,0,1,1,N,None,53.49,47.20%,0.00%,
CA1100616,ELK CREEK COMMUNITY S.D.,0,1,0,1,1,N,None,71.75,90.40%,0.00%,
CA2800040,MONDAVI FARM WORKER CENTER,1,0,0,1,1,N,None,68.14,84.30%,0.00%,
CA4900568,VALLEY FORD WATER ASSOCIATION,3,0,0,3,1,N,None,60.62,67.60%,0.00%,
CA5010039,WESTERN HILLS WATER DISTRICT/DIABLO GRAN,0,1,0,1,1,N,None,58.06,60.40%,0.00%,
CA5400718,WILLIAMS MUTUAL  WATER CO,1,0,0,1,1,N,None,73.42,93.40%,100.00%,
CA5610029,VINEYARD AVENUE ACRES MWC,2,0,0,2,1,N,None,36.56,9.30%,100.00%,
CA1600293,CHAMPIONS- SAMUEL'S HOUSE,1,0,0,1,1,N,None,64.41,76.70%,100.00%,
CA3700923,LAKE MORENA OAK SHORES MWC,5,0,0,5,1,N,None,68.24,84.60%,0.00%,
CA3600114,CSA 70 W-3 HACIENDA,2,0,0,2,1,N,None,65.38,78.30%,0.00%,
CA3301482,ORTEGA OAKS RV PARK&CAMPGROUND,2,0,0,2,1,N,None,60.49,67.20%,0.00%,
CA5400553,DEL ORO TRAVER DISTRICT,2,0,0,2,1,N,None,38.61,12.20%,100.00%,
CA5400903,TRACT 92  CSD,2,0,0,2,1,N,None,53.57,47.30%,100.00%,
CA3500904,HOLLISTER RANCH ESTATES,2,0,0,2,1,N,None,63.21,73.70%,0.00%,
CA1510013,"MCFARLAND, CITY OF",3,0,0,3,1,N,None,36.46,9.10%,0.00%,
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,2,0,0,2,1,N,None,35.28,8.20%,0.00%,
CA1210010,SCOTIA CSD,0,1,0,1,1,N,None,53.61,47.40%,0.00%,
CA2000544,MADERA CO MD1-HIDDEN LAKE ESTATES,0,1,0,1,1,N,None,52.73,44.80%,0.00%,
CA2810013,BERRYESSA HIGHLANDS,0,1,0,1,1,N,None,59.63,64.70%,0.00%,
CA1502670,"FAIRVIEW WATER COMPANY, LLC",1,0,0,1,1,N,None,57.11,57.80%,0.00%,
CA3900586,B&G MOBILE HOME PARK LLC WS,1,0,0,1,1,N,None,55.73,53.50%,100.00%,
CA3901474,"HESKETT, JOE WATER SYSTEM",1,0,0,1,1,N,None,61.52,69.60%,100.00%,
CA2700772,STRUVE RD WS #02,1,0,0,1,1,N,None,55.84,53.60%,100.00%,
CA5010009,KEYES COMMUNITY SERVICES DIST.,4,0,0,4,1,N,None,41.68,18.20%,100.00%,
CA1010025,CITY OF PARLIER,6,0,0,6,1,N,None,38.56,12.00%,100.00%,
CA5410009,PIXLEY PUBLIC UTIL DIST,4,0,0,4,1,N,None,47.86,30.50%,100.00%,
CA3700897,GUATAY MUTUAL BENEFIT CORPORATION,4,0,0,4,1,N,None,72.27,91.20%,0.00%,
CA1600023,AZCAL MANAGEMENT CO,0,1,0,1,1,N,None,78.48,96.90%,100.00%,
CA1900074,THE PAINTED TURTLE CAMP,1,0,0,1,1,N,None,73.12,93.00%,0.00%,
CA3710802,LA CIMA FIRE CENTER,1,0,0,1,1,N,None,78.61,97.00%,0.00%,
CA1000186,HELM SCHOOL,1,0,0,1,1,N,None,75.64,95.20%,100.00%,
CA0210001,LAKE ALPINE WATER COMPANY,0,1,0,1,1,N,None,55.09,51.40%,0.00%,
CA3900721,WOODBRIDGE MOBILE ESTATES,1,0,0,1,1,N,None,68.88,85.80%,100.00%,
CA5400824,SULTANA CSD,2,0,0,2,1,N,None,57.25,58.00%,100.00%,
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,2,0,0,2,1,N,None,58.14,60.60%,100.00%,
CA1500406,TRADEWIND WATER ASSOC.,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2700678,PARADISE RD WS #05,1,0,0,1,1,N,None,57.54,58.90%,100.00%,
CA4300571,SULLIVAN MUTUAL WATER,1,0,0,1,1,N,None,70.11,88.10%,100.00%,
CA3700041,BARRETT LAKE MH AND RV LLC,2,0,0,2,1,N,None,54.07,48.80%,0.00%,
CA2700992,MILLER'S LODGE WS,1,0,0,1,1,N,None,80.73,97.60%,0.00%,
CA5510852,CAL FIRE BASELINE CONSERVATION CAMP,0,1,0,1,1,N,None,64.50,76.80%,0.00%,
CA2610002,JUNE LAKE PUD VILLAGE,0,2,0,2,1,N,None,49.61,35.60%,0.00%,
CA3301800,STONEWOOD CANYON ESTATES,1,0,0,1,1,N,None,68.53,85.20%,0.00%,
CA1610700,LEMOORE NAVAL AIR STATION,1,1,0,2,2,N,None,53.20,46.40%,0.00%,
CA2700964,BRADLEY UNION SCHOOL WS,1,0,0,1,1,N,None,58.70,62.10%,0.00%,
CA1500296,FULLER ACRES MUTUAL WATER COMPANY,2,0,0,2,1,N,None,45.64,25.80%,100.00%,
CA2700534,COLONIAL OAK WC INC,4,0,0,4,1,N,None,37.29,10.40%,98.68%,
CA1010035,DEL REY COMMUNITY SERV DIST,5,0,0,5,1,N,None,60.45,67.10%,100.00%,
CA3600184,NORTH SHORE MWC,2,0,0,2,1,N,None,73.62,93.60%,0.00%,
CA3400433,EDGEWATER MOBILE HOME PARK,2,0,0,2,1,N,None,61.45,69.40%,100.00%,
CA1400522,PALISADE GLACIER HIGH SCHOOL,1,0,1,2,2,Y,1,51.65,41.20%,0.00%,
CA4300516,ALDERCROFT HEIGHTS COUNTY WATER DISTRICT,0,1,0,1,1,N,None,72.36,91.50%,0.00%,
CA1600002,SUNSET VISTA ESTATES MHP,1,0,0,1,1,N,None,58.48,61.70%,100.00%,
CA1500560,KRANENBURG WATER SYSTEM,1,0,0,1,1,N,None,60.29,66.70%,100.00%,
CA2000524,SKY ACRES MUTUAL WATER CORP,4,0,0,4,1,N,None,77.31,96.40%,0.00%,
CA3600226,CSA 70-F MORONGO,3,0,0,3,1,N,None,61.98,70.50%,0.00%,
CA1500525,LAKEVIEW RANCHOS MUTUAL WATER COMPANY,4,0,0,4,1,N,None,51.78,41.70%,0.00%,
CA5402036,R-RANCH IN THE SEQUOIAS,2,0,0,2,1,N,None,63.12,73.40%,0.00%,
CA1500546,HARVEST MOON MUTUAL WATER CO,2,0,1,3,2,Y,1,25.66,3.70%,100.00%,
CA1700584,WESTWIND MOBILE HOME PARK,0,1,0,1,1,N,None,59.80,65.30%,0.00%,
CA1009147,FARMING D,0,1,0,1,1,N,None,62.49,72.20%,100.00%,
CA1000277,ELM COURT,1,0,0,1,1,N,None,60.33,66.90%,100.00%,
CA3900719,MOKELUMNE MOBILE SENIOR PARK,1,0,0,1,1,N,None,71.50,90.10%,100.00%,
CA3303087,SAN JOSE COMMUNITY WATER SYSTEM,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1009120,RAU DAIRY,1,0,0,1,1,N,None,74.91,94.80%,100.00%,
CA1700702,INNISFREE WATER COMPANY,1,0,0,1,1,N,None,72.24,91.10%,0.00%,
CA1500588,SON SHINE PROPERTIES,2,0,0,2,1,N,None,69.69,87.10%,0.00%,
CA2410010,WINTON WATER & SANITARY DIST,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA1300009,WINTERHAVEN COUNTY WATER DISTRICT,2,0,0,2,1,N,None,45.39,25.20%,0.00%,
CA3500527,VALENZUELA WATER SYSTEM,1,0,0,1,1,N,None,64.85,77.20%,0.00%,
CA0800861,RESERVATION RANCH,1,0,0,1,1,N,None,66.63,80.60%,0.00%,
CA4901436,SEBASTOPOL CHARTER SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1900707,ILEAD AGUA DULCE CHARTER SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3301171,BRADFORD RUN RV,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5400850,PACKWOOD SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3700963,POTRERO ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3902136,LINDEN USD-CHARTVILLE SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5601405,SANTA CLARA SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2600570,COLEVILLE HIGH SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1000377,ST NICHOLAS RANCH & RETREAT,3,0,0,3,1,N,None,56.84,57.00%,0.00%,
CA2300590,SURFWOOD MUTUAL WATER CORPORATION,0,1,0,1,1,N,None,57.72,59.30%,0.00%,
CA1900599,VALHALLA WATER ASSOCIATION,1,0,0,1,1,N,None,73.34,93.30%,0.00%,
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC,2,0,0,2,1,N,None,69.98,87.70%,100.00%,
CA3100040,SHADY GLEN COMM WATER SYSTEM,0,1,0,1,1,N,None,75.23,95.10%,0.00%,
CA4100503,BUTANO CANYON MUTUAL,0,1,0,1,1,N,None,56.04,54.20%,0.00%,
CA1900817,CLEAR SKIES MOBILE HOME PARK,1,0,0,1,1,N,None,62.75,72.70%,0.00%,
CA4900913,ROBIN WAY WATER SYSTEM,1,0,0,1,1,N,None,59.54,64.50%,0.00%,
CA5400880,THE LAKES ASSOCIATION,2,0,0,2,1,N,None,53.79,48.10%,100.00%,
CA1500424,LANDS OF PROMISE MWC,4,0,0,4,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3400128,HAPPY HARBOR (SWS),1,0,0,1,1,N,None,71.37,89.80%,100.00%,
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,2,0,0,2,1,N,None,45.86,26.30%,100.00%,
CA2000502,BASS LAKE HEIGHTS MUTUAL WATER,3,0,0,3,1,N,None,76.82,96.10%,0.00%,
CA2400113,SCHELBY SCHOOL,2,0,0,2,1,N,None,50.43,38.10%,100.00%,
CA2900578,TWIN RIDGES GRIZZLY HILL SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5210503,LASSEN VNP - HEADQUARTERS,0,1,0,1,1,N,None,75.94,95.40%,0.00%,
CA5500048,DON PEDRO REC AG:FLEM.MEADOWS,0,1,0,1,1,N,None,75.07,94.90%,0.00%,
CA5304209,JUNCTION CITY SCHOOL,0,1,0,1,1,N,None,63.82,75.10%,0.00%,
CA5304105,BURNT RANCH SCHOOL,1,0,0,1,1,N,None,86.37,99.20%,0.00%,
CA0400068,BERRY CREEK SCHOOL,1,0,0,1,1,N,None,85.53,99.00%,0.00%,
CA0900410,LATROBE ELEMENTARY SCHOOL,1,0,0,1,1,N,None,79.86,97.40%,0.00%,
CA1000190,LONE STAR SCHOOL,1,0,0,1,1,N,None,74.19,94.40%,100.00%,
CA1000201,SUN EMPIRE SCHOOL,1,0,0,1,1,N,None,74.45,94.60%,100.00%,
CA1000315,CLAY JOINT ELEMENTARY SCHOOL,1,0,0,1,1,N,None,74.15,94.20%,100.00%,
CA5000133,HART- RANSOM UNION SCHOOL & DISTRICT,1,0,0,1,1,N,None,72.66,91.80%,100.00%,
CA5200255,CORNING RV PARK,1,0,0,1,1,N,None,72.27,91.30%,100.00%,
CA5700797,MONROE/LEINBERGER CNTR - WATERS,1,0,0,1,1,N,None,73.46,93.50%,100.00%,
CA5800850,REBEL RIDGE VILLAGE,1,0,0,1,1,N,None,78.67,97.10%,0.00%,
CA5400710,BADGER HILL ESTATES,2,0,0,2,1,N,None,52.97,45.40%,0.00%,
CA1510054,PINON PINES MWC,4,0,0,4,1,N,None,51.34,40.60%,0.00%,
CA2701676,SAN LUCAS WD,2,0,0,2,1,N,None,42.40,19.80%,0.00%,
CA2000737,MD 42 STILL MEADOW,2,0,0,2,1,N,None,55.44,52.70%,0.00%,
CA4000637,COUNTRY HILLS ESTATES,2,0,0,2,1,N,None,51.82,41.90%,0.00%,
CA3500823,BEST ROAD MWC,2,0,0,2,1,N,None,39.62,14.30%,0.00%,
CA2700799,VISTA DEL TORO WS,2,0,0,2,1,N,None,55.90,53.80%,0.00%,
CA5400660,LAKE SUCCESS MOBILE LODGE,1,0,0,1,1,N,None,61.24,68.80%,0.00%,
CA0400012,FARM LABOR HOUSING,1,0,0,1,1,N,None,63.31,73.90%,0.00%,
CA1502449,CYPRESS CANYON WATER SYSTEM,2,0,0,2,1,N,None,83.59,98.40%,0.00%,
CA1500231,VICTORY MUTUAL WATER COMPANY,2,0,0,2,1,N,None,57.33,58.20%,100.00%,
CA3901031,132 INVESTMENTS WATER SYSTEM,1,0,0,1,1,N,None,50.01,37.00%,100.00%,
CA1610007,HOME GARDEN CSD,3,0,0,3,1,N,None,55.85,53.70%,100.00%,
CA1000585,MURRIETA/HERNANDEZ FARMS,1,0,0,1,1,N,None,76.16,95.70%,100.00%,
CA3700924,LAKE MORENA VIEWS MWC,4,0,0,4,1,N,None,51.16,40.40%,0.00%,
CA4010027,NACIMIENTO WATER COMPANY,0,1,0,1,1,N,None,63.30,73.80%,0.00%,
CA1710022,LAKE COUNTY CSA 20 - SODA BAY,0,1,0,1,1,N,None,52.19,43.00%,0.00%,
CA5601122,TICO MUTUAL WATER CO,1,0,1,2,2,Y,1,21.95,2.50%,0.00%,
CA1900936,AQUA J. MUTUAL WATER COMPANY,1,0,0,1,1,N,None,48.83,33.20%,0.00%,
CA1310008,"WESTMORLAND, CITY OF",0,0,1,1,1,Y,1,34.25,7.20%,0.00%,
CA1000004,BELMONT WATER CORPORATION,1,0,1,2,2,Y,1,25.72,3.70%,100.00%,
CA3900831,ARBOR MOBILE HOME PARK WS,1,0,0,1,1,N,None,50.72,38.90%,100.00%,
CA5410019,IVANHOE PUBLIC UTILITY DIST,4,0,0,4,1,N,None,42.32,19.60%,100.00%,
CA1910246,LAND PROJECTS MUTUAL WATER CO.,4,0,0,4,1,N,None,41.10,17.20%,0.00%,
CA1010039,CARUTHERS COMM SERV DIST,3,0,0,3,1,N,None,41.37,17.50%,100.00%,
CA1500443,CANYON MEADOWS MUTUAL WATER,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1600011,PIONEER ELEMENTARY SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3702364,CLOVER FLAT ELEMENTARY SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000150,LIBERTY HIGH SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3700018,CAMPO ELEMENTARY SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3701010,WARNER UNIFIED SCHOOL DISTRICT,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000611,COARSEGOLD SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000529,BONADELLE RANCHOS MUTUAL WATER,1,0,0,1,1,N,None,87.53,99.40%,100.00%,
CA2800543,CAPELL VALLEY ESTATES,0,1,0,1,1,N,None,52.71,44.60%,0.00%,
CA3600196,CSA 70 W-4 PIONEERTOWN,1,0,1,2,2,Y,1,39.88,14.90%,0.00%,
CA1510043,CWS-ONYX WATER SYSTEM,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000724,SA 14 CHUK CHANSE SUBDIVISION,1,0,0,1,1,N,None,76.74,96.00%,100.00%,
CA5000389,MONTEREY PARK TRACT CSD,0,0,1,1,1,Y,1,54.26,49.20%,100.00%,
CA2400053,EL NIDO MOBILE HOME PARK,2,0,0,2,1,N,None,58.15,60.70%,100.00%,
CA2700509,OAK MANOR WS,2,0,0,2,1,N,None,43.13,21.10%,100.00%,
CA3400137,LINCOLN CHAN-HOME RANCH,2,0,0,2,1,N,None,51.15,40.30%,100.00%,
CA1907014,NORTH TRAILS MUTUAL WATER COMPANY,3,0,0,3,1,N,None,46.97,29.00%,0.00%,
CA4900584,TIMBER COVE COUNTY WATER DISTRICT,1,1,0,2,2,N,None,49.75,36.10%,0.00%,
CA3700934,PAUMA VALLEY WATER COMPANY,7,0,1,8,2,Y,1,21.97,2.60%,0.00%,
CA3610017,HAVASU WC,0,1,0,1,1,N,None,47.92,31.00%,0.00%,
CA5410041,CWS - TULCO WATER COMPANY,1,0,1,2,2,Y,1,DWR Not Assessed,DWR Not Assessed,100.00%,
CA0500075,LAKESIDE MOBILE ESTATES,1,0,0,1,1,N,None,75.79,95.40%,0.00%,
CA2701820,CORDA RD WS,1,0,0,1,1,N,None,55.14,51.50%,100.00%,
CA0706028,KNIGHTSEN ELEMENTARY SCHOOL,1,0,0,1,1,N,None,68.29,84.70%,0.00%,
CA4900695,NORTHWEST PREP,1,0,0,1,1,N,None,70.46,88.60%,0.00%,
CA5305107,SO TRINITY UNIFIED SCHOOL DIST.,1,0,0,1,1,N,None,66.53,80.40%,0.00%,
CA5000335,"BRETHREN HERITAGE SCHOOL, INC",1,0,0,1,1,N,None,62.24,71.40%,100.00%,
CA2100582,NICASIO SCHOOL,1,0,0,1,1,N,None,96.28,99.90%,0.00%,
CA2410011,LE GRAND COMM SERVICES DIST,2,0,0,2,1,N,None,66.84,80.90%,100.00%,
CA2701278,RANCHO CHAPARRAL MWC,1,0,0,1,1,N,None,78.70,97.10%,0.00%,
CA4300615,THOUSAND TRAILS - MORGAN HILL,1,0,0,1,1,N,None,69.67,87.00%,100.00%,
CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,1,0,0,1,1,N,None,68.79,85.70%,100.00%,
CA2210901,MPWD-COULTERVILLE CSA 1,1,0,0,1,1,N,None,61.92,70.30%,0.00%,
