PWSID,Water System Name,Total Number of Water Sources ,Absence of Interties,Source Capacity Violations Count,Service Connection Moratoriums Count,Division of Financial Assistance - Interim Solution Data Spreadsheet,Division of Drinking Water - Drought Report,"SDWIS -
Hauled Water Data",Risk Score,"Percent Rank
(rank of a score as a percentage)",Percentage of sources within a COD Basin
CA1010004,COALINGA-CITY,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA1010005,FIREBAUGH CITY,6,Y,0,0,N,N,N,44.03,22.90%,88.89%
CA1010006,CITY OF FOWLER,6,Y,0,0,N,N,N,57.86,59.80%,85.71%
CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",9,Y,0,0,N,N,N,50.38,37.90%,0.00%
CA1010017,FCWWD #41/SHAVER LAKE,34,Excluded from the Assessment,0,0,N,N,N,55.05,51.40%,0.00%
CA1010018,"KERMAN, CITY OF",6,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,92.31%
CA1010019,"KINGSBURG, CITY OF",7,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,88.89%
CA1010020,LATON COMMUNITY SERVICES DISTRICT,3,Y,0,0,N,N,N,55.85,53.80%,75.00%
CA1010021,"MENDOTA, CITY OF",5,Y,0,0,N,N,N,42.90,20.60%,85.71%
CA1010023,CITY OF ORANGE COVE,1,Y,0,0,N,N,N,63.48,74.60%,No Active Groundwater Wells
CA1010024,CWS - SELMA,10,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,95.24%
CA1010025,CITY OF PARLIER,6,Y,0,0,N,N,N,38.56,12.10%,90.91%
CA1010026,PINEDALE COUNTY WATER DISTRICT,5,Y,0,0,N,N,N,57.27,58.30%,100.00%
CA1010027,"REEDLEY, CITY OF",6,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,76.92%
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,4,Y,0,0,N,N,N,42.98,20.90%,85.71%
CA1010029,CITY OF SANGER,9,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,85.71%
CA1010030,TRANQUILLITY IRRIGATION DISTRICT,1,Y,0,0,N,N,N,56.31,55.10%,83.33%
CA1010034,"SAN JOAQUIN, CITY OF",3,Y,0,0,N,N,N,59.35,64.00%,83.33%
CA1010035,DEL REY COMMUNITY SERV DIST,5,Y,0,0,N,N,N,60.45,67.30%,83.33%
CA1010039,CARUTHERS COMM SERV DIST,3,Y,0,0,N,N,N,41.37,17.50%,75.00%
CA1010042,MALAGA COUNTY WATER DISTRICT,3,Y,0,0,N,N,N,41.62,18.10%,100.00%
CA1010044,"HURON, CITY OF",1,Y,0,0,N,N,N,45.95,26.50%,No Active Groundwater Wells
CA1010049,BIOLA COMMUNITY SERVICES DIST,2,Y,0,0,N,N,N,42.60,20.10%,80.00%
CA1010051,FCWWD #18/FRIANT,1,Y,0,0,N,N,N,51.33,40.70%,No Active Groundwater Wells
CA1010052,SIERRA CEDARS CSD,5,Y,0,0,N,N,N,53.33,46.90%,0.00%
CA1010053,SHAVER LAKE HEIGHTS MWC,3,Y,0,0,N,N,N,61.10,68.60%,0.00%
CA1010055,FCSA #47/QUAIL LAKE ESTATES,2,Y,0,0,N,N,N,40.12,15.30%,75.00%
CA1010062,FCWWD #18/MIRA BELLA,3,Y,0,0,N,N,N,46.02,26.70%,0.00%
CA1010501,NPS-GRANT GROVE,2,Y,0,0,N,N,N,65.14,77.70%,0.00%
CA1010800,CAL FIRE - MIRAMONTE CONSERVATION CAMP,2,Y,0,0,N,N,N,57.46,58.80%,0.00%
CA1100203,ARTOIS COMMUNITY S.D.,2,Y,0,0,N,N,N,41.97,18.80%,0.00%
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,1,Y,0,0,N,N,N,60.60,67.60%,0.00%
CA1100254,VOYLES TRAILER PARK,1,Y,0,0,N,N,N,72.90,92.50%,0.00%
CA1100404,DEL ORO WC - BLACK BUTTE DISTRICT,1,Y,0,0,N,N,N,46.48,27.70%,0.00%
CA1100405,BLACK BUTTE MOBILE H.P.,#N/A,Y,0,0,N,N,N,58.30,61.10%,0.00%
CA1100413,COUNTRY LEISURE MOBILE ESTATES,1,Y,0,0,N,N,N,70.26,88.40%,0.00%
CA1100436,ORLAND OAKS MHP,1,Y,0,0,N,N,N,81.82,98.00%,0.00%
CA1100444,ORLAND ESTATES MOBILE H.P.,2,Y,0,0,N,N,N,50.25,37.50%,0.00%
CA1100445,ORLAND MOBILE H.P.,1,Y,0,0,N,N,N,57.05,57.90%,0.00%
CA1100452,SHADY OAKS TRAILER PARK,1,Y,0,0,N,N,N,62.48,72.30%,0.00%
CA1100616,ELK CREEK COMMUNITY S.D.,1,Y,0,0,N,N,N,71.75,90.40%,No Active Groundwater Wells
CA1100711,BUTTE CITY COMMUNITY S.D.,1,Y,0,0,N,N,N,73.85,93.90%,0.00%
CA1110001,CITY OF ORLAND,6,Y,0,0,N,N,N,37.10,10.00%,0.00%
CA1110002,CAL-WATER SERVICE CO.-HAMILTON CITY,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1110003,CAL-WATER SERVICE CO.-WILLOWS,7,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1200501,ALDERPOINT COUNTY WATER,1,Y,0,1,N,N,N,79.99,97.40%,No Active Groundwater Wells
CA1200518,RIVERSIDE CSD,2,Y,0,0,N,N,N,44.80,24.30%,0.00%
CA1200538,MYERS FLAT M.W.S. INC.,2,Y,0,0,N,N,N,40.52,16.20%,0.00%
CA1200541,PHILLIPSVILLE C.S.D.,2,Y,0,0,N,N,N,52.98,45.70%,0.00%
CA1200544,REDCREST WATER WORKS,1,Y,0,0,N,N,N,59.90,65.70%,No Active Groundwater Wells
CA1200547,MILL CREEK M.W.C.,2,Y,0,0,N,N,N,52.22,43.20%,0.00%
CA1200553,WEOTT C.S.D.,1,Y,0,0,N,N,N,65.14,77.70%,No Active Groundwater Wells
CA1200566,ORLEANS MUTUAL WATER CO.,1,Y,0,0,N,N,N,63.37,74.20%,No Active Groundwater Wells
CA1200587,BRICELAND C.S.D.,1,Y,0,0,N,N,N,57.61,59.20%,No Active Groundwater Wells
CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,39.51,14.00%,No Active Groundwater Wells
CA1200590,MOONSTONE HEIGHTS MWA,1,Y,0,0,N,N,N,66.68,80.80%,0.00%
CA1200591,BIG LAGOON PARK WATER CO.,2,Y,0,0,N,N,N,51.98,42.40%,0.00%
CA1200592,BIG LAGOON CSD,2,Y,0,0,N,N,N,40.69,16.60%,0.00%
CA1200643,BEACH CREEK MOBILE HOME PARK,1,Y,0,0,N,N,N,61.47,69.70%,No Active Groundwater Wells
CA1200671,BENBOW-DEL ORO W.C.,1,Y,0,0,N,N,N,56.96,57.40%,No Active Groundwater Wells
CA1200687,RIVERBEND MOBILE HOME PARK,1,Y,0,0,N,N,N,66.50,80.40%,0.00%
CA1200701,ORICK C.S.D.,2,Y,0,0,N,N,N,48.80,33.10%,0.00%
CA1200706,TRINIDAD EXTENDED STAY RV,1,Y,0,0,N,N,N,61.40,69.40%,No Active Groundwater Wells
CA1200707,MIRANDA C.S.D.,2,Y,0,0,N,N,N,51.92,42.20%,0.00%
CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,2,Y,0,0,N,N,N,64.07,75.80%,0.00%
CA1200718,WADDINGTON W.W.,1,Y,0,0,N,N,N,54.38,49.90%,0.00%
CA1200729,ORLEANS C.S.D.,1,Y,0,0,N,N,N,53.30,46.80%,No Active Groundwater Wells
CA1206002,PALOMINO ESTATES WATER COMPANY,1,Y,0,0,N,N,N,65.16,77.90%,No Active Groundwater Wells
CA1206004,PALMER CREEK CSD,1,Y,0,0,N,N,N,53.03,46.00%,0.00%
CA1210001,"ARCATA, CITY OF",2,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1210002,"BLUE LAKE, CITY OF",1,N,0,0,N,N,N,37.89,11.10%,0.00%
CA1210004,"EUREKA, CITY OF",3,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1210006,"FORTUNA, CITY OF",5,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1210007,DEL ORO WATER CO-FERNDALE,3,Y,0,0,N,N,N,36.54,9.20%,0.00%
CA1210008,GARBERVILLE SANITARY DISTRICT,2,Y,0,0,N,N,N,33.92,7.00%,0.00%
CA1210009,HUMBOLDT C.S.D.,11,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1210010,SCOTIA CSD,1,Y,0,0,N,N,N,53.61,47.60%,No Active Groundwater Wells
CA1210011,REDWAY C.S.D.,1,Y,0,0,N,N,N,51.58,41.30%,No Active Groundwater Wells
CA1210012,"RIO DELL, CITY OF",3,Y,0,0,N,N,N,56.02,54.30%,0.00%
CA1210015,WILLOW CREEK C.S.D.,5,Y,0,0,N,N,N,47.89,30.80%,0.00%
CA1210016,MCKINLEYVILLE C.S.D.,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1210017,MANILA COMMUNITY SERVICES DIST.,1,N,0,0,N,N,N,37.28,10.40%,0.00%
CA1210018,"TRINIDAD, CITY OF",1,Y,0,0,N,N,N,55.13,51.70%,No Active Groundwater Wells
CA1210019,HYDESVILLE CO. W.D.,2,Y,0,0,N,N,N,37.67,11.00%,0.00%
CA1210020,FIELDBROOK GLENDALE C.S.D.,1,N,0,0,N,N,N,40.00,15.20%,0.00%
CA1210021,JACOBY CREEK CSD,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1210022,RESORT IMPROVEMENT DISTRICT #1,19,Excluded from the Assessment,0,0,N,N,N,39.50,14.00%,0.00%
CA1210023,LOLETA C.S.D.,1,Y,0,0,N,N,N,49.19,34.30%,0.00%
CA1210024,WESTHAVEN C.S.D.,5,Y,0,0,N,N,N,26.05,4.00%,0.00%
CA1210800,CAL FIRE-EEL RIVER CONSERVATION CAMP,1,Y,0,0,N,N,N,59.52,64.40%,No Active Groundwater Wells
CA1210801,CAL FIRE-HIGH ROCK CONSERVATION CAMP,2,Y,0,0,N,N,N,64.30,76.40%,0.00%
CA1300009,WINTERHAVEN COUNTY WATER DISTRICT,2,Y,0,0,N,N,N,45.39,25.30%,0.00%
CA1300018,GATEWAY,1,Y,0,0,N,N,N,43.21,21.30%,No Active Groundwater Wells
CA1300513,OCOTILLO MUTUAL WATER CO,2,Y,0,0,N,N,N,49.74,36.10%,0.00%
CA1300514,COYOTE VALLEY MUTUAL WATER CO,2,Y,0,0,N,N,N,36.43,9.10%,0.00%
CA1300546,GOLD ROCK RANCH,2,Y,0,0,N,N,N,42.55,20.00%,0.00%
CA1300550,COUNTRY LIFE MH & RV PARK,1,Y,0,0,N,N,N,47.23,29.60%,No Active Groundwater Wells
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,2,Y,0,0,N,N,N,66.96,81.30%,0.00%
CA1300572,VALLEY MOBILE HOME PARK,1,Y,0,0,N,N,N,49.10,34.20%,No Active Groundwater Wells
CA1300575,DATE GARDENS MOBILE HOME PARK,1,Y,0,0,N,N,N,40.91,16.90%,No Active Groundwater Wells
CA1300588,IID VILLAGE,2,Y,0,0,N,N,N,48.61,32.70%,0.00%
CA1300591,IID DROP FOUR,2,Y,0,0,N,N,N,39.59,14.20%,0.00%
CA1300616,PALO VERDE COUNTY WATER DIST.,2,Y,0,0,N,N,N,44.16,23.20%,0.00%
CA1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,1,Y,0,0,N,N,N,43.98,22.80%,No Active Groundwater Wells
CA1300622,SPORTSMANS PARADISE,2,Y,0,0,N,N,N,50.49,38.50%,0.00%
CA1300626,SUNBEAM LAKE RV RESORT,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA1300628,IMPERIAL LAKES INC.,1,Y,0,0,N,N,N,56.78,56.90%,No Active Groundwater Wells
CA1300629,JACKSON HIDE-A-WAY,2,Y,0,0,N,N,N,42.16,19.00%,0.00%
CA1300664,RIVERFRONT MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,68.24,84.70%,0.00%
CA1310001,"BRAWLEY, CITY OF",1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA1310002,"CALEXICO, CITY OF",1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA1310003,GSWC-CALIPATRIA,1,N,0,0,N,N,N,28.49,4.70%,No Active Groundwater Wells
CA1310004,"EL CENTRO, CITY OF",2,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA1310005,"HOLTVILLE, CITY OF",1,N,0,0,N,N,N,33.55,6.90%,No Active Groundwater Wells
CA1310006,"IMPERIAL, CITY OF",1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA1310007,HEBER PUBLIC UTILITY DISTRICT,2,N,0,0,N,N,N,22.30,2.70%,No Active Groundwater Wells
CA1310008,"WESTMORLAND, CITY OF",1,N,0,0,N,N,N,34.25,7.20%,No Active Groundwater Wells
CA1310013,SEELEY CWD,1,N,0,0,N,N,N,29.85,5.50%,No Active Groundwater Wells
CA1310700,NAF EL CENTRO,1,N,0,0,N,N,N,36.55,9.30%,No Active Groundwater Wells
CA1310800,CALIPATRIA STATE PRISON,1,N,0,0,N,N,N,45.65,25.90%,No Active Groundwater Wells
CA1310801,CENTINELA STATE PRISON,1,N,0,0,N,N,N,45.40,25.40%,No Active Groundwater Wells
CA1400002,STARLITE COMMUNITY SERVICE DISTRICT,3,Y,0,0,N,N,N,54.38,49.90%,0.00%
CA1400004,CHARLES BROWN WATER COMPANY,1,Y,0,0,N,N,N,60.25,66.70%,0.00%
CA1400005,OWENS VALLEY WATER COMPANY,2,Y,0,0,N,N,N,57.56,59.10%,0.00%
CA1400006,PINE CREEK VILLAGE,3,Y,0,0,N,N,N,52.98,45.60%,0.00%
CA1400007,SIERRA HIGHLAND CSD,3,Y,0,0,N,N,N,41.75,18.50%,0.00%
CA1400010,"ROLLING GREEN UTILITIES, INC.",3,Y,0,0,N,N,N,41.11,17.20%,0.00%
CA1400020,ABERDEEN WATER SYSTEM,1,Y,0,0,N,N,N,67.92,83.90%,0.00%
CA1400024,ROCKING K RANCH ESTATES MUTUAL WATER CO.,2,Y,0,0,N,N,N,65.92,79.20%,0.00%
CA1400025,VALLEY VISTA MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,60.82,68.10%,0.00%
CA1400026,RAWSON CREEK MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,65.93,79.30%,0.00%
CA1400027,CARTAGO MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,61.58,70.00%,0.00%
CA1400030,GLENWOOD MOBILE ESTATES,3,Y,0,0,N,N,N,42.89,20.60%,0.00%
CA1400031,RANCH ROAD ESTATES MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,58.03,60.40%,0.00%
CA1400034,KEOUGH'S HOT SPRINGS,2,Y,0,0,N,N,N,56.19,54.80%,0.00%
CA1400036,KEELER COMMUNITY SERVICE DISTRICT,1,Y,0,0,N,N,N,61.86,70.40%,0.00%
CA1400037,FOOTHILL MOBILE HOME PARK,2,Y,0,0,N,N,N,52.84,45.30%,0.00%
CA1400045,PRIMROSE LANE APARTMENTS,2,Y,0,0,N,N,N,65.94,79.40%,0.00%
CA1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,48.04,31.30%,0.00%
CA1400059,BROOKSIDE MOBILE HOME PARK,2,Y,0,0,N,N,N,57.05,57.80%,0.00%
CA1400066,ASPENDELL MUTUAL WATER COMPANY,3,N,0,0,N,N,N,34.92,7.90%,0.00%
CA1400070,SIERRA GRANDE ESTATES MUTUAL WATER CO.,1,Y,0,0,N,N,N,62.18,71.40%,0.00%
CA1400072,NORTH LONE PINE MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,46.57,27.90%,0.00%
CA1400078,SCE BISHOP CREEK PLANT 4,1,Y,0,0,N,N,N,75.98,95.50%,0.00%
CA1400098,DARWIN COMMUNITY SERVICE DISTRICT,1,Y,0,0,N,N,N,48.07,31.40%,0.00%
CA1400099,MOUNTAIN VIEW TRAILER COURT,1,Y,0,0,N,N,N,65.48,78.60%,0.00%
CA1400109,SIERRA NORTH COMMUNITY SERVICE DISTRICT,1,Y,0,0,N,N,N,66.03,79.60%,0.00%
CA1400110,PARK WEST MUTUAL WATER COMPANY,3,Y,0,0,N,N,N,52.61,44.30%,0.00%
CA1400111,MEADOWCREEK MUTUAL WATER COMPANY,5,Y,0,0,N,N,N,48.17,31.80%,0.00%
CA1400135,WILSON CIRCLE MUTUAL WATER COMPANY,3,Y,0,0,N,N,N,61.35,69.20%,0.00%
CA1400144,SUNLAND VILLAGE MOBILE HOME PARK,1,Y,0,0,N,N,N,68.56,85.40%,0.00%
CA1400155,CONTROL GORGE POWER PLANT,1,Y,0,0,N,N,N,72.84,92.40%,0.00%
CA1400511,MEADOW LAKE APARTMENTS,1,Y,0,0,N,N,N,65.30,78.20%,0.00%
CA1400518,VAN LOON WATER ASSOCIATION,2,Y,0,0,N,N,N,44.84,24.40%,0.00%
CA1410001,"BISHOP, CITY OF",3,Y,0,0,N,N,N,62.63,72.70%,0.00%
CA1410005,INDIAN CREEK CSD,5,Y,0,0,N,N,N,48.12,31.50%,0.00%
CA1410006,BIG PINE CSD,2,N,0,0,N,N,N,30.73,6.00%,0.00%
CA1410007,HIGHLAND MOBILE HOME PARK,3,Y,0,0,N,N,N,49.44,35.20%,0.00%
CA1410008,INYO COUNTY PWD - INDEPENDENCE,2,N,0,0,N,N,N,49.88,36.60%,0.00%
CA1410009,INYO COUNTY PWD - LONE PINE,2,N,0,0,N,N,N,34.40,7.40%,0.00%
CA1410502,"NPS - DEATH VALLEY, STOVEPIPE WELLS",1,Y,0,0,N,N,N,38.73,12.50%,0.00%
CA1410503,"NPS - DEATH VALLEY, COW CREEK/NEVARES",1,Y,0,0,N,N,N,43.39,21.50%,0.00%
CA1410505,"NPS - DEATH VALLEY, FURNACE CREEK",3,Y,0,0,N,N,N,42.99,20.90%,0.00%
CA1410800,CDF - OWENS VALLEY CONSERVATION CAMP,2,Y,0,0,N,N,N,55.43,52.70%,0.00%
CA1500096,OLD RIVER MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,84.74,98.80%,100.00%
CA1500152,MIRASOL COMPANY WATER SYSTEM,1,Y,0,0,N,N,N,71.76,90.50%,100.00%
CA1500209,ALTA SIERRA MUTUAL WATER CO.,3,Y,0,0,N,N,N,64.29,76.30%,0.00%
CA1500211,STOCKDALE ANNEX MUTUAL WATER,2,Y,0,0,N,N,N,47.89,30.80%,100.00%
CA1500216,OPAL FRY AND SON,1,Y,0,0,N,N,N,70.06,88.10%,100.00%
CA1500231,VICTORY MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,57.33,58.40%,100.00%
CA1500251,RIVERKERN MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500252,KERN VALLEY MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,49.28,34.50%,0.00%
CA1500289,ATHAL MUTUAL WATER SYSTEM,1,Y,0,0,N,N,N,74.69,94.70%,100.00%
CA1500290,NORTH MUROC MUTUAL WATER COMPANY,2,N,0,0,N,N,N,25.28,3.70%,0.00%
CA1500296,FULLER ACRES MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,45.64,25.80%,100.00%
CA1500314,DEL ORO WC - COUNTRY ESTATES DIST,1,Y,0,0,N,N,N,46.61,28.00%,100.00%
CA1500324,WONDER ACRES WATER SYSTEM,1,N,0,0,N,N,N,43.87,22.40%,0.00%
CA1500327,RANCHO SECO INC. WATER SYSTEM,1,Y,0,0,N,N,N,74.19,94.30%,0.00%
CA1500333,CWS - FREMONT VALLEY,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500336,BURLANDO HEIGHTS MUTUAL WATER CO.,2,Y,0,0,N,N,N,49.54,35.50%,0.00%
CA1500340,WEST TEHACHAPI MUTUAL,1,Y,0,0,N,N,N,59.55,64.60%,0.00%
CA1500341,SIERRA BELLA MUTUAL WATER COMPANY,5,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500344,SOUTH KERN MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,69.03,86.20%,100.00%
CA1500349,STOCKDALE MUTUAL WATER CO.,2,Y,0,0,N,N,N,52.36,43.80%,100.00%
CA1500364,KERNVALE MUTUAL WATER CO,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500371,UNION PACIFIC RAILROAD CO.-KEENE WATER,0,Y,0,0,N,N,Y,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500374,CWS-GRAND OAKS WATER SYSTEM,2,Y,0,0,N,N,N,41.26,17.50%,0.00%
CA1500378,MAHER MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,68.35,85.10%,100.00%
CA1500380,DE RANCHO Y MOBILE VILLA WATER,1,Y,0,0,N,N,N,65.15,77.80%,100.00%
CA1500393,RAINBIRD VALLEY MUTUAL WATER COMPANY,2,Y,0,0,Y,N,N,73.87,94.00%,0.00%
CA1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,2,Y,0,0,N,N,N,58.89,63.00%,0.00%
CA1500401,METTLER COUNTY WATER DISTRICT,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA1500404,PINEBROOK COMMUNITY WATER WELL,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500405,"AERIAL ACRES WATER COMPANY, INC.",2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500406,TRADEWIND WATER ASSOC.,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500407,CWS-SPLIT MOUNTAIN WATER SYSTEM,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500409,BROCK MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,57.53,58.90%,100.00%
CA1500413,TEJON RANCH MAIN HEADQUARTERS,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500424,LANDS OF PROMISE MWC,4,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500426,ROSE VILLA APARTMENTS,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500436,HUNGRY GULCH MWC,3,Y,0,0,N,N,N,59.75,65.20%,0.00%
CA1500442,SUNSET APARTMENTS WS,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500443,CANYON MEADOWS MUTUAL WATER,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500447,SIERRA BREEZE MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA1500448,HILLVIEW ACRES MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500449,FOURTH STREET WATER SYSTEM,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500452,RIVERDALE VILLAGE,2,N,0,0,N,N,N,31.08,6.20%,100.00%
CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,1,Y,0,0,Y,N,N,77.11,96.20%,0.00%
CA1500458,R.S. MUTUAL WATER COMPANY,1,Y,0,0,Y,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500459,LAKE OF THE WOODS MOBILE VILLAGE,1,Y,0,0,N,N,N,72.93,92.70%,0.00%
CA1500461,FOUNTAIN TRAILER PARK WATER,1,Y,0,0,Y,N,N,69.33,86.60%,0.00%
CA1500465,OAK KNOLLS MUTUAL WATER COMPANY,3,Y,0,0,N,N,N,67.94,84.10%,0.00%
CA1500466,A.F.P. MUTUAL WATER COMPANY,4,Y,0,0,N,N,N,45.39,25.40%,0.00%
CA1500475,KRISTA MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,81.17,97.80%,0.00%
CA1500478,"VALLEY ESTATES POA, INC.",2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500481,RIVERNOOK CAMPGROUND,4,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA1500483,ALLEN ROAD MUTUAL WATER SYSTEM,2,Y,0,0,N,N,N,57.37,58.60%,100.00%
CA1500485,ANTELOPE VALLEY MOBILE ESTATES,2,Y,0,0,N,N,N,51.65,41.30%,0.00%
CA1500489,BRITE LAKE MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,56.44,55.30%,0.00%
CA1500493,"EL ADOBE POA, INC.",2,Y,0,0,N,N,N,58.03,60.40%,100.00%
CA1500494,WILSON ROAD WATER COMMUNITY,1,Y,0,0,N,N,N,56.43,55.20%,100.00%
CA1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,1,Y,0,0,N,N,N,62.89,73.20%,100.00%
CA1500516,TUT BROTHERS FARM #96,2,Y,0,0,N,N,N,61.46,69.60%,0.00%
CA1500518,AGBAYANI VILLAGE WATER SYSTEM,1,Y,0,0,N,N,N,62.97,73.40%,100.00%
CA1500525,LAKEVIEW RANCHOS MUTUAL WATER COMPANY,4,Y,0,0,N,N,N,51.78,41.90%,0.00%
CA1500535,MANON MANOR MUTUAL WATER COMPANY,2,N,0,0,N,N,N,35.99,8.70%,100.00%
CA1500540,PINON VALLEY WATER COMPANY,1,Y,0,0,N,N,N,56.17,54.60%,0.00%
CA1500542,WILLOW SPRINGS MOBILE HOME PARK,1,Y,0,0,N,N,N,65.44,78.50%,0.00%
CA1500543,AGAPE MUTUAL WATER SYSTEM,1,Y,0,0,N,N,N,59.92,65.70%,100.00%
CA1500544,ENOS LANE PUBLIC UTILITY DISTRICT,2,Y,0,0,N,N,N,47.67,30.20%,75.00%
CA1500546,HARVEST MOON MUTUAL WATER CO,3,N,0,0,N,N,N,25.66,3.70%,100.00%
CA1500550,WEST VALLEY MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA1500553,RANCHOS DEL RIO,2,Y,0,0,N,N,N,57.46,58.80%,50.00%
CA1500554,EAST INYOKERN MUTUAL WATER,2,Y,0,0,N,N,N,43.43,21.60%,100.00%
CA1500555,MUSTANG MUTUAL WATER SYSTEM,1,Y,0,0,N,N,N,68.09,84.40%,100.00%
CA1500556,HART FLAT BEAR MUTUAL WATER,2,Y,0,0,N,N,N,52.57,44.20%,0.00%
CA1500557,STOCKDALE RANCHOS MUTUAL WATER CO,1,Y,0,0,N,N,N,65.85,79.00%,100.00%
CA1500560,KRANENBURG WATER SYSTEM,1,Y,0,0,N,N,N,60.29,66.80%,100.00%
CA1500561,ROUND MOUNTAIN WATER COMPANY,2,Y,0,0,N,N,N,46.88,28.60%,100.00%
CA1500563,CHINA LAKE ACRES MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA1500564,HOMETOWN WATER ASSOCIATION,1,Y,0,0,N,N,N,59.72,65.10%,100.00%
