,CWSID,Not Expected,Expected,RegulatingAgency,WaterSystemName,Water Year,HUC8,ServiceConnections,Population,DSCI Dry Season Average,DSCI Wet Season Average,DSCI Dry Wet Delta,Total Number of Water Sources,Score_SCV,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,Intertie,Wholesalers,Curtailment,HUC_Categories,Outcome,PWPhysicalAddressLat,PWPhysicalAddressLong
98,CA2800543,0.5273488169256724,0.47265118307432774,LPA58 - NAPA COUNTY,CAPELL VALLEY ESTATES,2022,18020162,63.0,250,488.10954545454547,365.852,122.2575454545455,1.0,0.0,0.0,0,0.0,0.0,1,2,1,38.4479139,-122.1974633
99,CA1710006,0.5295064707782382,0.4704935292217616,DISTRICT 03 - MENDOCINO,KONOCTI COUNTY WATER DISTRICT,2022,18020116,1802.0,5928,485.015,368.26000000000005,116.75499999999994,2.0,0.0,0.0,0,1.0,0.0,1,2,1,38.9472502,-122.6245223
100,CA1010051,0.5478423330761423,0.4521576669238578,DISTRICT 23 - FRESNO,FCWWD #18/FRIANT,2022,18040001,251.0,772,437.0790909090909,402.9776666666667,34.10142424242417,1.0,0.0,0.0,0,0.0,0.0,1,2,0,36.990894,-119.7106469
101,CA2000729,0.5480642735625955,0.45193572643740476,DISTRICT 11 - MERCED,MADERA CO SA16 SUMNER HILL-WATER SYSTEM,2022,18040001,41.0,135,437.0790909090909,402.9776666666667,34.10142424242417,1.0,0.0,0.0,0,0.0,0.0,1,2,0,36.9613356,-120.0607176
102,CA0410007,0.5502105125627922,0.44978948743720776,DISTRICT 21 - VALLEY,PARADISE IRRIGATION DISTRICT,2022,18020158,8616.0,4600,485.32863636363624,383.5443333333333,101.78430303030291,2.0,0.0,0.0,0,0.0,0.0,1,2,1,39.7685273,-121.599204
103,CA2010017,0.552180445838195,0.44781955416180497,DISTRICT 11 - MERCED,"TESORO VIEJO MASTER MWC, INC.",2022,18040001,505.0,2640,437.0790909090909,402.9776666666667,34.10142424242417,2.0,0.0,0.0,0,0.0,0.0,1,2,0,36.992005,-119.8583772
104,CA4000775,0.562690871818125,0.437309128181875,LPA70 - SAN LUIS OBISPO COUNTY,MUSTANG SPRINGS MUTUAL WATER,2022,18060005,16.0,30,378.4581818181819,317.1723333333333,61.2858484848486,1.0,0.0,0.0,1,0.0,0.0,0,1,0,35.6445274,-120.7009985
105,CA4410011,0.5630070108980065,0.43699298910199336,DISTRICT 05 - MONTEREY,"WATSONVILLE, CITY OF",2022,18060002,14497.0,65384,390.09681818181804,342.6703333333332,47.42648484848485,16.0,0.0,0.0,1,0.0,0.0,0,1,0,36.9040682,-121.7639789
106,CA4000803,0.5760675234359505,0.4239324765640494,LPA70 - SAN LUIS OBISPO COUNTY,RANCHO SALINAS  MBWC,2022,18060005,20.0,50,378.4581818181819,317.1723333333333,61.2858484848486,2.0,0.0,0.0,1,0.0,0.0,0,1,0,35.6368759,-120.6545022
107,CA4000802,0.5793334913519043,0.4206665086480957,LPA70 - SAN LUIS OBISPO COUNTY,SANTA YSABEL RANCH MWC,2022,18060005,151.0,238,378.4581818181819,317.1723333333333,61.2858484848486,2.0,0.0,0.0,1,0.0,0.0,0,1,0,35.6204471,-120.6895538
108,CA4700503,0.5824356066861718,0.4175643933138282,DISTRICT 01 - KLAMATH,CALLAHAN WATER DISTRICT,2022,18010208,31.0,70,389.50590909090914,347.9516666666667,41.55424242424243,1.0,0.0,1.0,0,0.0,0.0,1,3,1,41.3095884,-122.8014177
109,CA5510851,0.6017771026126919,0.3982228973873082,DISTRICT 11 - MERCED,CDCR - SIERRA CONSERVATION CENTER,2022,18040010,578.0,3885,433.1731818181817,370.59566666666666,62.57751515151506,1.0,0.0,0.0,0,0.0,0.0,1,2,0,37.8888432,-120.5360727
110,CA5510015,0.6077021330464147,0.39229786695358526,DISTRICT 11 - MERCED,TUD - CEDAR RIDGE WATER SYSTEM,2022,18040010,665.0,1645,433.1731818181817,370.59566666666666,62.57751515151506,2.0,0.0,0.0,0,0.0,0.0,1,2,0,38.061476,-120.271644
111,CA1700519,0.6077575776432848,0.3922424223567151,DISTRICT 03 - MENDOCINO,CRESCENT BAY IMPROVEMENT COMPANY,2022,18020116,24.0,30,485.015,368.26000000000005,116.75499999999994,1.0,0.0,0.0,0,0.0,0.0,1,2,1,38.943339,-122.6700605
112,CA2300605,0.6080866598607658,0.39191334013923423,DISTRICT 03 - MENDOCINO,RIVER ESTATES MUTUAL WATER COMPANY,2022,18010110,83.0,250,484.57863636363624,366.7283333333334,117.85030303030283,2.0,0.0,0.0,0,0.0,0.0,1,3,1,39.1258054,-123.2058172
113,CA4500006,0.6101267770842573,0.3898732229157428,DISTRICT 02 - LASSEN,"SHASTA CSA - SUGARLOAF, #2",2022,18020005,61.0,160,453.55500000000006,379.3189999999999,74.23600000000016,3.0,1.0,0.0,0,0.0,0.0,0,2,1,40.90515,-122.3791777
114,CA4000789,0.6116435899095509,0.3883564100904491,LPA70 - SAN LUIS OBISPO COUNTY,SPANISH LAKES MUTUAL WATER CO,2022,18060005,45.0,125,378.4581818181819,317.1723333333333,61.2858484848486,3.0,0.0,0.0,1,0.0,0.0,0,1,0,35.4767531,-120.6561647
115,CA4500101,0.6132477738991211,0.3867522261008789,LPA75 - SHASTA COUNTY,LAKE SHASTA PINES RV PARK & CAMPGROUND,2022,18020005,42.0,121,453.55500000000006,379.3189999999999,74.23600000000016,2.0,1.0,0.0,0,0.0,0.0,0,2,1,40.8557684,-122.3392113
116,CA4200684,0.6224065147324602,0.3775934852675398,LPA72 - SANTA BARBARA COUNTY,LINCOLNWOOD MUTUAL WATER COMPANY,2022,18060010,0.0,206,377.27272727272725,309.2846666666667,67.98806060606057,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.5084312,-119.7310213
117,CA4200556,0.6225509120339598,0.37744908796604015,LPA72 - SANTA BARBARA COUNTY,FOSTER ROAD MUTUAL WATER COMPANY,2022,18060008,49.0,150,377.27272727272725,313.0226666666667,64.25006060606057,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.7761654,-119.9913964
118,CA4000523,0.6289073288265572,0.37109267117344275,LPA70 - SAN LUIS OBISPO COUNTY,S & T MUTUAL WATER COMPANY,2022,18060006,179.0,591,377.9072727272727,314.264,63.64327272727269,3.0,0.0,0.0,1,0.0,0.0,0,1,0,35.3072291,-120.8384093
119,CA1700502,0.6292257054810035,0.3707742945189964,DISTRICT 03 - MENDOCINO,ANDERSON SPRINGS CSD,2022,18020162,227.0,331,488.10954545454547,365.852,122.2575454545455,1.0,0.0,0.0,0,0.0,0.0,1,2,1,38.7772479,-122.7003346
120,CA3710036,0.6295952629933096,0.37040473700669035,DISTRICT 14 - SAN DIEGO,BORREGO WD,2022,18100203,2049.0,3429,227.33909090909094,218.45433333333332,8.884757575757618,9.0,0.0,0.0,1,0.0,0.0,0,3,0,33.2569863,-116.3710182
121,CA4200633,0.6320310408489301,0.3679689591510699,LPA72 - SANTA BARBARA COUNTY,LINGATE MUTUAL WATER COMPANY,2022,18060013,20.0,55,377.27272727272725,306.816,70.45672727272728,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4381407,-119.6151426
122,CA4200579,0.6358468365453833,0.3641531634546168,LPA72 - SANTA BARBARA COUNTY,ROSARIO PARK,2022,18060013,19.0,38,377.27272727272725,306.816,70.45672727272728,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4208305,-119.6981901
123,CA4200505,0.6358610256553829,0.36413897434461695,LPA72 - SANTA BARBARA COUNTY,CACHUMA VILLAGE,2022,18060013,24.0,60,377.27272727272725,306.816,70.45672727272728,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4208305,-119.6981901
124,CA4200572,0.6359673005343028,0.36403269946569716,LPA72 - SANTA BARBARA COUNTY,LAS POSITAS MUTUAL WATER COMPANY,2022,18060013,62.0,200,377.27272727272725,306.816,70.45672727272728,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4208305,-119.6981901
125,CA4200578,0.6360392948387322,0.3639607051612678,LPA72 - SANTA BARBARA COUNTY,PAINTED CAVE,2022,18060013,91.0,172,377.27272727272725,306.816,70.45672727272728,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4208305,-119.6981901
126,CA4010028,0.6371580875498514,0.36284191245014863,DISTRICT 06 - SANTA BARBARA,SLO CSA NO. 16 - SHANDON,2022,18060005,340.0,1347,378.4581818181819,317.1723333333333,61.2858484848486,3.0,0.0,0.0,1,1.0,0.0,0,1,0,35.3899526,-120.6092971
127,CA4710002,0.6395249291008224,0.36047507089917763,DISTRICT 01 - KLAMATH,"DUNSMUIR, CITY OF",2022,18020005,1187.0,1923,453.55500000000006,379.3189999999999,74.23600000000016,1.0,0.0,0.0,0,0.0,0.0,1,2,1,41.209718,-122.273036
128,CA5200503,0.6424997235546871,0.3575002764453129,DISTRICT 21 - VALLEY,MINERAL COUNTY WATER DISTRICT,2022,18020153,192.0,624,486.3636363636364,370.5876666666667,115.7759696969697,3.0,0.0,0.0,0,0.0,0.0,1,2,1,40.3464068,-121.5986022
129,CA4200721,0.6431062913902615,0.3568937086097385,LPA72 - SANTA BARBARA COUNTY,NAPLES,2022,18060013,23.0,67,377.27272727272725,306.816,70.45672727272728,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4358294,-119.8276389
130,CA4010010,0.6439008042018907,0.35609919579810934,DISTRICT 06 - SANTA BARBARA,SAN MIGUEL COMMUNITY SERVICES DISTRICT,2022,18060005,924.0,2600,378.4581818181819,317.1723333333333,61.2858484848486,3.0,0.0,0.0,1,0.0,0.0,0,1,0,35.7495962,-120.6963272
131,CA5602117,0.6451851367708288,0.3548148632291714,DISTRICT 06 - SANTA BARBARA,STRICKLAND ACRES,2022,18070102,128.0,429,437.2009090909091,342.47900000000004,94.72190909090904,2.0,0.0,0.0,1,0.0,0.0,0,1,0,34.2594881,-119.149586
132,CA4900608,0.6457140570306064,0.3542859429693936,DISTRICT 18 - SONOMA,SIX ACRES WATER COMPANY,2022,18010110,22.0,66,484.57863636363624,366.7283333333334,117.85030303030283,1.0,0.0,0.0,0,0.0,0.0,1,3,1,38.7897183,-123.0151537
133,CA5610035,0.6459875863559493,0.35401241364405067,DISTRICT 06 - SANTA BARBARA,RIO MANOR MUTUAL WATER CO,2022,18070102,295.0,983,437.2009090909091,342.47900000000004,94.72190909090904,2.0,0.0,0.0,1,0.0,0.0,0,1,0,34.2522433,-119.15878
134,CA4200827,0.6462906731874982,0.35370932681250183,LPA72 - SANTA BARBARA COUNTY,SANTA YNEZ ROBLAR MOBILE HOME PARK,2022,18060010,19.0,25,377.27272727272725,309.2846666666667,67.98806060606057,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.6144313,-120.079868
135,CA5100107,0.647500771683978,0.35249922831602204,DISTRICT 21 - VALLEY,SUTTER CO. WWD#1 (ROBBINS),2022,18020104,94.0,339,486.3636363636364,391.81333333333333,94.55030303030304,2.0,0.0,0.0,0,0.0,0.0,0,2,1,38.8704378,-121.7083681
136,CA5610029,0.6476441953898826,0.35235580461011734,DISTRICT 06 - SANTA BARBARA,VINEYARD AVENUE ACRES MWC,2022,18070102,336.0,1820,437.2009090909091,342.47900000000004,94.72190909090904,2.0,0.0,0.0,1,0.0,0.0,0,1,0,34.2265045,-119.2104764
137,CA5602109,0.6500974823607577,0.3499025176392423,DISTRICT 06 - SANTA BARBARA,GLENVIEW MOBILE PARK,2022,18070103,26.0,160,445.45454545454544,343.3333333333333,102.12121212121212,1.0,0.0,0.0,1,0.0,0.0,0,1,0,34.1546162,-119.125491
138,CA4200814,0.6538654989494728,0.34613450105052723,LPA72 - SANTA BARBARA COUNTY,JONATA HOMEOWNERS ASSOCIATION,2022,18060010,13.0,45,377.27272727272725,309.2846666666667,67.98806060606057,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.613597,-120.1926505
139,CA4200702,0.6539083770716222,0.34609162292837786,LPA72 - SANTA BARBARA COUNTY,VIEJA MUTUAL WATER COMPANY,2022,18060010,26.0,60,377.27272727272725,309.2846666666667,67.98806060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.5084312,-119.7310213
140,CA5410007,0.6580835508934035,0.3419164491065965,DISTRICT 12 - VISALIA,LSID - TONYVILLE,2022,18030006,50.0,500,467.75181818181807,406.6666666666667,61.08515151515138,6.0,0.0,0.0,1,0.0,0.0,0,2,1,36.2030064,-119.08816
141,CA4200867,0.6633728543522406,0.3366271456477594,LPA72 - SANTA BARBARA COUNTY,RAY WATER COMPANY,2022,18060008,14.0,40,377.27272727272725,313.0226666666667,64.25006060606057,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.9200435,-120.4748367
142,CA4200733,0.6642766120554752,0.3357233879445249,LPA72 - SANTA BARBARA COUNTY,MONTECITO SEA MEADOWS,2022,18060013,28.0,70,377.27272727272725,306.816,70.45672727272728,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4381407,-119.6151426
143,CA1500557,0.665660275687413,0.334339724312587,DISTRICT 12 - VISALIA,STOCKDALE RANCHOS MUTUAL WATER CO,2022,18030012,95.0,393,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3734151,-119.1274334
144,CA1500507,0.6656864983855179,0.33431350161448226,DISTRICT 12 - VISALIA,ST. CLAIR RANCHOS MUTUAL WATER CO.,2022,18030012,32.0,105,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3734151,-119.1274334
145,CA1502545,0.6656920401066463,0.3343079598933538,DISTRICT 12 - VISALIA,SCHWEIKART WATER SYSTEM,2022,18030012,8.0,27,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3734151,-119.1274334
146,CA1502629,0.6659374198356365,0.3340625801643636,DISTRICT 12 - VISALIA,HEATH BRIMHALL P.O.A.,2022,18030012,14.0,39,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3689177,-119.1632827
147,CA1500543,0.6661512021756892,0.3338487978243107,DISTRICT 12 - VISALIA,AGAPE MUTUAL WATER SYSTEM,2022,18030012,16.0,60,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3674019,-119.182967
148,CA1503669,0.6663414664042687,0.33365853359573144,DISTRICT 12 - VISALIA,NORTH KRANENBURG WS,2022,18030012,9.0,28,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3670038,-119.1957062
149,CA1500560,0.6664641678348237,0.3335358321651764,DISTRICT 12 - VISALIA,KRANENBURG WATER SYSTEM,2022,18030012,15.0,42,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3678494,-119.1993393
150,CA4200918,0.6665948294466104,0.33340517055338953,LPA72 - SANTA BARBARA COUNTY,LOS PRIETOS COMPLEX,2022,18060013,39.0,845,377.27272727272725,306.816,70.45672727272728,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4208305,-119.6981901
151,CA1910253,0.6666339528593073,0.33336604714069273,DISTRICT 15 - METROPOLITAN,CENTRAL BASIN MWD,2022,18070106,0.0,0,381.4040909090909,300.99333333333345,80.41075757575743,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.0110891,-118.0683599
152,CA4200842,0.6666623082130029,0.3333376917869971,LPA72 - SANTA BARBARA COUNTY,SAINT MARIE MOBILE HOME PARK,2022,18060008,0.0,315,377.27272727272725,313.0226666666667,64.25006060606057,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.9648191,-120.4933624
153,CA1502600,0.6667712292141813,0.3332287707858188,DISTRICT 12 - VISALIA,WEGIS MUTUAL WATER COMPANY,2022,18030012,23.0,64,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3749329,-119.1873498
154,CA1500378,0.6668038963740075,0.3331961036259924,DISTRICT 12 - VISALIA,MAHER MUTUAL WATER COMPANY,2022,18030012,50.0,150,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.385877,-119.1412676
155,CA4200924,0.6675165183881158,0.3324834816118842,LPA72 - SANTA BARBARA COUNTY,EL RANCHO TAJIGUAS,2022,18060013,20.0,40,377.27272727272725,306.816,70.45672727272728,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4269356,-119.7256299
156,CA1500555,0.6676928069181198,0.33230719308188034,DISTRICT 12 - VISALIA,MUSTANG MUTUAL WATER SYSTEM,2022,18030012,51.0,200,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3847738,-119.200361
157,CA3510001,0.6680210780657961,0.33197892193420386,DISTRICT 05 - MONTEREY,"HOLLISTER, CITY OF",2022,18060002,7849.0,23358,390.09681818181804,342.6703333333332,47.42648484848485,14.0,0.0,0.0,0,1.0,0.0,0,1,0,36.8484368,-121.42083
158,CA1900130,0.6681020386165709,0.33189796138342903,LPA49 - LA COUNTY,DEL RIO MUTUAL,2022,18070106,250.0,700,381.4040909090909,300.99333333333345,80.41075757575743,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.0464629,-118.0219423
159,CA1502383,0.6687753638099078,0.3312246361900921,DISTRICT 12 - VISALIA,NORD ROAD WATER ASSOCIATION,2022,18030012,16.0,32,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3997789,-119.1987579
160,CA3000767,0.6688809317436815,0.33111906825631865,DISTRICT 08 - SANTA ANA,HOUSTON AVE WATER ASSOCIATION,2022,18070106,13.0,25,381.4040909090909,300.99333333333345,80.41075757575743,1.0,0.0,0.0,0,0.0,0.0,0,1,0,33.8543437,-117.9693306
161,CA4200560,0.6690762035074823,0.3309237964925177,LPA72 - SANTA BARBARA COUNTY,SISQUOC,2022,18060008,77.0,133,377.27272727272725,313.0226666666667,64.25006060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.8659908,-120.2930943
162,CA0210001,0.6691738327529808,0.33082616724701924,DISTRICT 10 - STOCKTON,LAKE ALPINE WATER COMPANY,2022,18040010,488.0,625,433.1731818181817,370.59566666666666,62.57751515151506,1.0,0.0,0.0,0,0.0,0.0,1,2,0,38.4719825,-120.0441826
163,CA4210005,0.6698876777470005,0.33011232225299947,DISTRICT 06 - SANTA BARBARA,SAN VICENTE WATER COMPANY,2022,18060013,278.0,550,377.27272727272725,306.816,70.45672727272728,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4485635,-119.7630296
164,CA4910005,0.669941348822409,0.33005865117759103,DISTRICT 18 - SONOMA,"HEALDSBURG, CITY OF",2022,18010110,4569.0,12104,484.57863636363624,366.7283333333334,117.85030303030283,1.0,0.0,0.0,0,0.0,1.0,1,3,1,38.6120011,-122.8736319
165,CA1900616,0.6707213299533277,0.32927867004667233,LPA49 - LA COUNTY,THE RIVER COMMUNITY,2022,18070106,1.0,35,381.4040909090909,300.99333333333345,80.41075757575743,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.2331092,-117.7974713
166,CA4200802,0.6708492237142938,0.3291507762857063,LPA72 - SANTA BARBARA COUNTY,OAK TRAIL RANCH,2022,18060010,31.0,105,377.27272727272725,309.2846666666667,67.98806060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.6144313,-120.079868
167,CA4200616,0.6709833949881882,0.32901660501181174,LPA72 - SANTA BARBARA COUNTY,SKYLINE PARK,2022,18060010,96.0,300,377.27272727272725,309.2846666666667,67.98806060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.6144313,-120.079868
168,CA4200693,0.6713596386490652,0.32864036135093483,LPA72 - SANTA BARBARA COUNTY,ELLWOOD MUTUAL WATER COMPANY,2022,18060013,56.0,186,377.27272727272725,306.816,70.45672727272728,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4358294,-119.8276389
169,CA1500152,0.6724524000364637,0.32754759996353633,DISTRICT 12 - VISALIA,MIRASOL COMPANY WATER SYSTEM,2022,18030012,12.0,26,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,1,0.0,0.0,0,2,0,35.3751709,-119.4685521
170,CA4910029,0.6765843220486977,0.3234156779513024,DISTRICT 18 - SONOMA,CAMP MEEKER WATER SYSTEM,2022,18010110,356.0,1171,484.57863636363624,366.7283333333334,117.85030303030283,1.0,0.0,0.0,0,0.0,1.0,1,3,1,38.4248885,-122.9585449
171,CA4200862,0.6766985922975616,0.32330140770243854,LPA72 - SANTA BARBARA COUNTY,MESA HILLS MUTUAL WATER COMPANY,2022,18060010,18.0,54,377.27272727272725,309.2846666666667,67.98806060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.5958201,-120.1376481
172,CA4200848,0.6776355837688997,0.32236441623110057,LPA72 - SANTA BARBARA COUNTY,VISTA HILLS MUTUAL WATER COMPANY,2022,18060010,22.0,75,377.27272727272725,309.2846666666667,67.98806060606057,1.0,0.0,0.0,0,0.0,0.0,0,1,0,34.6391501,-120.4579409
173,CA4200618,0.677910416944356,0.32208958305564406,LPA72 - SANTA BARBARA COUNTY,MIDLAND SCHOOL,2022,18060010,48.0,300,377.27272727272725,309.2846666666667,67.98806060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.6677172,-120.1150067
174,CA4200891,0.6801103099984569,0.3198896900015432,LPA72 - SANTA BARBARA COUNTY,BOBCAT SPRINGS MUTUAL WATER COMPANY,2022,18060010,44.0,120,377.27272727272725,309.2846666666667,67.98806060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.613597,-120.1926505
175,CA4000501,0.6801116703503628,0.31988832964963715,LPA70 - SAN LUIS OBISPO COUNTY,HALCYON WATER SYSTEM,2022,18060006,46.0,105,377.9072727272727,314.264,63.64327272727269,1.0,0.0,0.0,0,0.0,0.0,0,1,0,35.1038549,-120.5917309
176,CA4000648,0.68014181657149,0.31985818342851013,LPA70 - SAN LUIS OBISPO COUNTY,KEN MAR GARDENS,2022,18060006,45.0,84,377.9072727272727,314.264,63.64327272727269,1.0,0.0,0.0,0,0.0,0.0,0,1,0,35.1058951,-120.5908958
177,CA4110011,0.6806237696099807,0.3193762303900192,DISTRICT 17 - SANTA CLARA,COASTSIDE COUNTY WATER DISTRICT,2022,18050006,6569.0,18738,400.5718181818182,340.07399999999996,60.49781818181822,12.0,0.0,0.0,0,0.0,0.0,0,1,0,37.4599483,-122.4299581
178,CA5601106,0.6829718893977189,0.31702811060228103,DISTRICT 06 - SANTA BARBARA,ALTURAS FILLMORE MHP,2022,18070102,33.0,99,437.2009090909091,342.47900000000004,94.72190909090904,1.0,1.0,0.0,0,0.0,0.0,0,1,0,34.4029995,-118.9462006
179,CA4200800,0.6847266179341333,0.3152733820658667,LPA72 - SANTA BARBARA COUNTY,EAST VALLEY FARMS MUTUAL WATER COMPANY,2022,18060008,42.0,132,377.27272727272725,313.0226666666667,64.25006060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.9530337,-120.4357191
180,CA3600157,0.6863542118956618,0.31364578810433824,LPA66 - SAN BERNARDINO COUNTY,LUCERNE VISTA MWC,2022,18100100,70.0,160,401.2404545454546,332.66333333333324,68.57712121212137,3.0,0.0,0.0,1,0.0,0.0,0,3,0,34.4365746,-116.9330718
181,CA0600008,0.6863813630849906,0.31361863691500924,DISTRICT 21 - VALLEY,COLUSA CO. WWD #1 - GRIMES,2022,18020104,123.0,305,486.3636363636364,391.81333333333333,94.55030303030304,2.0,0.0,0.0,0,0.0,0.0,0,2,1,39.0733046,-121.895627
182,CA3110005,0.6884352277764827,0.31156477222351725,DISTRICT 02 - LASSEN,PLACER CWA - AUBURN/BOWMAN,2022,18020128,8555.0,27902,423.2845454545453,345.90233333333333,77.38221212121198,2.0,0.0,0.0,0,0.0,0.0,1,2,0,38.9224747,-121.0536245
183,CA4000750,0.6908634526276572,0.30913654737234286,LPA70 - SAN LUIS OBISPO COUNTY,RIM ROCK WATER COMPANY,2022,18060006,25.0,55,377.9072727272727,314.264,63.64327272727269,2.0,0.0,0.0,0,0.0,0.0,0,1,0,35.07851,-120.510832
184,CA4000705,0.6913312907516669,0.30866870924833273,LPA70 - SAN LUIS OBISPO COUNTY,LAGUNA NEGRA MUTUAL WATER CO.,2022,18060008,29.0,80,377.27272727272725,313.0226666666667,64.25006060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,35.0427547,-120.4759986
185,CA4000771,0.6913561320600603,0.30864386793993925,LPA70 - SAN LUIS OBISPO COUNTY,RANCHO NIPOMO WATER COMPANY,2022,18060008,44.0,65,377.27272727272725,313.0226666666667,64.25006060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,35.0427547,-120.4759986
186,CA4000506,0.691496619764905,0.3085033802350951,LPA70 - SAN LUIS OBISPO COUNTY,WOODLAND PARK MUTUAL WATER CO,2022,18060008,163.0,534,377.27272727272725,313.0226666666667,64.25006060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,35.0427547,-120.4759986
187,CA5100112,0.6920930128292746,0.30790698717072545,DISTRICT 21 - VALLEY,TIERRA BUENA MHP #1,2022,18020159,17.0,50,485.93000000000006,388.72700000000003,97.20300000000003,1.0,0.0,0.0,0,0.0,0.0,0,2,1,39.1498743,-121.6636124
188,CA4000563,0.6946863879250347,0.30531361207496543,LPA70 - SAN LUIS OBISPO COUNTY,HIGUERA APARTMENTS,2022,18060006,1.0,30,377.9072727272727,314.264,63.64327272727269,1.0,0.0,0.0,0,0.0,0.0,0,1,0,35.2404594,-120.6783815
189,CA4510004,0.69557026217756,0.30442973782244004,DISTRICT 02 - LASSEN,"SHASTA CSA - JONES VALLEY, #6",2022,18020154,479.0,1119,472.0704545454546,385.0336666666668,87.03678787878778,1.0,0.0,0.0,0,0.0,0.0,1,2,1,40.5806354,-122.3959182
190,CA4200822,0.6956399181484614,0.3043600818515384,LPA72 - SANTA BARBARA COUNTY,SANTA RITA WATER,2022,18060010,18.0,59,377.27272727272725,309.2846666666667,67.98806060606057,2.0,0.0,0.0,0,0.0,0.0,0,1,0,34.6391501,-120.4579409
191,CA4000637,0.6966615372604057,0.3033384627395945,LPA70 - SAN LUIS OBISPO COUNTY,COUNTRY HILLS ESTATES,2022,18060006,26.0,60,377.9072727272727,314.264,63.64327272727269,2.0,0.0,0.0,0,0.0,0.0,0,1,0,35.1384005,-120.5546804
192,CA4000749,0.697224639804142,0.3027753601958578,LPA70 - SAN LUIS OBISPO COUNTY,TERRA DE ORO WATER COMPANY,2022,18060006,17.0,38,377.9072727272727,314.264,63.64327272727269,2.0,0.0,0.0,0,0.0,0.0,0,1,0,35.138286,-120.5636614
193,CA4000741,0.6979930814254122,0.3020069185745878,LPA70 - SAN LUIS OBISPO COUNTY,"H2O, INC",2022,18060006,25.0,60,377.9072727272727,314.264,63.64327272727269,2.0,0.0,0.0,0,0.0,0.0,0,1,0,35.1185868,-120.5907252
194,CA4000808,0.6979944915908273,0.3020055084091729,LPA70 - SAN LUIS OBISPO COUNTY,MONTE SERENO MUTUAL BENEFIT WATER,2022,18060006,26.0,60,377.9072727272727,314.264,63.64327272727269,2.0,0.0,0.0,0,0.0,0.0,0,1,0,35.1185868,-120.5907252
195,CA4000805,0.6980137374450353,0.3019862625549648,LPA70 - SAN LUIS OBISPO COUNTY,CALLENDER GROVE MUTUAL WATER,2022,18060006,37.0,30,377.9072727272727,314.264,63.64327272727269,2.0,0.0,0.0,0,0.0,0.0,0,1,0,35.1185868,-120.5907252
